Age (Ma),Site,Latitude,Longitude,Reference,Paleolat. at 60 Ma,Paleolat. at 50 Ma,Paleolat. at 40 Ma,Paleolat. at 30 Ma,Paleolat. at 20 Ma,Paleolat. at 10 Ma,Age-adjusted paleolatitude,Latitude category,GDGT-0,GDGT-1,GDGT-2,GDGT-3,Cren,Cren',GDGT-0.1,GDGT-1.1,GDGT-2.1,GDGT-3.1,Cren.1,Cren'.1,TEX,TEXL index (GDGT index-1),TEXH index (GDGT index-2),SSTL (°C),SSTH (°C),Bayspar 5th (°C),SST Bayspar (°C),Bayspar 95th (°C),BIT,%GDGT-0,%GDGTrs,MI,[2]/[3] ,Ring Average,GDGT-0/Cren,GDGT-2/Cren,#ringstetra,Comment,Unnamed: 43,GDGT-2/Cren.1
0.00322,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,493634.0,63507.0,29055.0,4027.0,401739.0,11497.0,0.49193240580830905,0.06328808650876618,0.02895484519048611,0.004013118622684136,0.4003541749089898,0.011457368960764715,0.4124400939992228,-0.5217067900018026,-0.38463912283508217,11.68479167487832,12.290683998080379,2.79348015229554,10.1387014909337,18.1970141589529,0.09869225471082205,55.13166021311788,2.276043244227735,0.18945520521747658,7.21504842314378,1.662435468053217,1.2287430396351862,0.07232307542956995,999.0,,,
0.00367,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,656255.0,94160.0,43067.0,5960.0,516313.0,16228.0,0.49269022202235313,0.07069159291072033,0.03233299524093025,0.004474531581859528,0.38762731956789237,0.012183338676244366,0.4093404008405734,-0.5217589696683064,-0.38791538949538246,11.68126954738932,12.06658735851584,2.85339612813084,10.1274345256077,18.2512047676564,0.08182783327138836,55.96732982650047,2.413146503331683,0.21190035043686214,7.226006711409396,1.6503214879402817,1.2710410158179244,0.08341258112811414,999.0,,,
0.00412,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,249486.0,33640.0,15785.0,2263.0,212630.0,6365.0,0.47962489114114837,0.06467128952321265,0.030345906811055638,0.004350509161445607,0.40877099558028257,0.012236407782855188,0.4205295161318106,-0.5151451418038763,-0.37620351652884515,12.12770292823835,12.867679469426992,3.68034515142623,10.8836918245424,19.1765093084476,0.11658883552423845,53.98774333717075,2.4877760884264672,0.19095399415552508,6.975254087494477,1.678793516269616,1.173333960400696,0.07423693740300051,999.0,,,
0.004274933167999999,U1460,-27.3748,112.9236,"Petrick et al., 2019",-51.8,-47.7,-44.3,-40.1,-35.2,-30.8,-27.3748,mid latitude,,,,,,9999.0,,,,,,,0.6559362724658443,,-0.18313835248538016,,26.07333669,20.3184433613146,26.1479140617733,33.1015758525956,-999.0,,-999.0,-999.0,,,,,999.0,,,
0.0043,MD11-3353,-50.567,68.385,"Ai et al., 2021",-54.3,-54.3,-48.4,-48.3,-49.4,-49.6,-50.567,high latitude,2026007.36676274,199622.991153304,76470.1179186785,13798.72931233481,1870015.33063817,29343.06059840385,0.48063666820763207,0.04735724604934352,0.018141268041194925,0.0032735198257333228,0.4436301430884082,0.006961154787687935,0.374683056929472,-0.5787442285174623,-0.42633594514587136,7.83476457507129,9.438621352022398,0.0197742533388956,7.57892344702839,15.3260465563574,0.007725329009419288,52.001939519354366,1.4276427127843736,0.1324160365325244,5.541823177176261,1.6017410970752202,1.0834175172624576,0.0408927759392122,999.0,,,
0.00440420560747663,730,17.7314,57.692,"Auderset et al., (this study)",-2.9,0.5,6.6,9.1,10.9,14.5,17.7314,low latitude,2289484.37710838,718797.230592772,1004619.58682948,160410.163063584,8377935.80476825,818791.969745087,0.17123991594088048,0.053761789587183216,0.07513961454435318,0.011997733251084221,0.6266201408976441,0.06124080577885479,0.7340367829022456,-0.27303937140187723,-0.13428217685338503,28.469842430373287,29.415099103228464,23.2566889520112,29.8859952999341,36.1747430392702,0.010532017876020722,21.462399887445045,26.342315752393013,0.17001197342000557,6.262817564939852,2.3993152167710416,0.2732754738709426,0.11991254292706648,0.5309777341366696,,,
0.00457,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,147529.0,19608.0,9429.0,1502.0,117793.0,3689.0,0.4925020864630279,0.06545818728092138,0.0314772158237356,0.005014187948589551,0.3932331831079953,0.012315139375730262,0.42713567839195976,-0.5103891762368497,-0.36943415069541397,12.448730604012646,13.330704092433685,4.45288168614814,11.6578261749693,20.0690387629865,0.14915885960286904,55.6037569443921,2.439524395243952,0.20088671959795026,6.27762982689747,1.6865723968680613,1.2524428446512104,0.08004720144660549,999.0,,,
0.005019999999999999,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,225618.0,31474.0,15025.0,1908.0,163453.0,5511.0,0.5093083575438668,0.07104916826377179,0.03391732074611333,0.004307104691087138,0.3689775592621939,0.012440489492967093,0.4162617307763641,-0.5080936876133413,-0.380633514351314,12.603676086099462,12.564667618370123,3.61903156662995,10.9045902476487,19.2073672009349,0.1115381061351394,57.9889017685718,2.384382747296964,0.22269299952615573,7.874737945492661,1.6560703290181387,1.3803233957161998,0.09192244865496503,999.0,,,
0.00525373134328358,704,-46.8795,7.42065,"Auderset et al., (this study)",-61.1,-60.4,-56.4,-53.9,-52.5,-50.1,-46.8795,transition,45407148.4185001,5406161.20990475,2194047.22496411,243399.739686813,36807681.7365355,879711.0,0.49931902895812086,0.05944877094772353,0.024126807518504968,0.0026765415997707215,0.4047551221119724,0.009673728863907527,0.3802632803264228,-0.5532699193161698,-0.4199156096963481,9.554280446158543,9.877772296769788,0.573232910475003,8.0285303530522,15.2443125565547,0.016202182486727085,55.229875598932864,1.9005631642582212,0.1722696188882815,9.014172438258282,1.609857279996718,1.233632390747085,0.059608405676532666,0.42370603517784966,,,
0.0054800000000000005,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,130696.0,16894.0,7485.0,992.0,84012.0,3024.0,0.5376157431212284,0.06949317778883847,0.030789418476941874,0.00408057490035088,0.34558191383899006,0.012439171873650264,0.4050360979045607,-0.530145780631856,-0.3925062695701594,11.11515980734972,11.752571161401097,2.83410487276364,10.1131026749316,18.3160404780554,0.23078613415371094,60.871509212511874,2.2614418187256957,0.2257065841095305,7.545362903225807,1.6529670716675473,1.5556825215445411,0.08909441508355949,999.0,,,
0.005717,MD96-2048,-26.1667,34.0167,"Caley et al., 2011",-43.3,-40.5,-34.7,-32.0,-30.7,-27.3,-26.1667,mid latitude,,,,,,9999.0,,,,,,,0.6744462874835754,,-0.17105263157894743,,26.9,21.4239930700709,27.2179312772419,34.291402205861,-999.0,,-999.0,-999.0,,,,,999.0,,,
0.00577,MD11-3353,-50.567,68.385,"Ai et al., 2021",-54.3,-54.3,-48.4,-48.3,-49.4,-49.6,-50.567,high latitude,2026969.30065749,185899.4476454845,66435.0901894272,12517.64247263215,1777514.57784106,30220.22078765375,0.4944362663703584,0.045346236267283666,0.016205434358864488,0.0030534139840794196,0.4335870656756066,0.007371583343807265,0.3699870033405504,-0.6006060235509156,-0.431813531275213,6.359093410313193,9.063954460775431,-0.415603582254967,7.17312965745726,14.8905154849095,0.00591302730555034,53.27843054121284,1.469005187544632,0.12778821009648414,5.307316480293877,1.6172418593594353,1.1403390587768982,0.03737527163918856,999.0,,,
0.00595,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,47433.0,6055.0,2882.0,522.0,33640.0,1157.0,0.5173248699407781,0.06603845608524468,0.03143234193850953,0.005693158394136701,0.3668924298443652,0.01261874379696583,0.42963451394122076,-0.5161512489895965,-0.36690083761544084,12.059790693202231,13.503982707103845,4.43667872233453,11.6385184161229,20.0485704866465,0.17022273747564196,58.506531150938045,2.381148384441243,0.21373373101952278,5.521072796934867,1.6967784476262244,1.4100178359096314,0.0856718192627824,999.0,,,
0.006140665102,U1460,-27.3748,112.9236,"Petrick et al., 2019",-51.8,-47.7,-44.3,-40.1,-35.2,-30.8,-27.3748,mid latitude,,,,,,9999.0,,,,,,,0.6513866604372015,,-0.1861611394736843,,25.86657806,20.0578527592888,25.8566437453155,32.7367338204118,-999.0,,-999.0,-999.0,,,,,999.0,,,
0.00641,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,38586.0,4326.0,1928.0,245.0,25329.0,710.0,0.5425172937405095,0.06082335076767336,0.02710758674990158,0.003444688150272763,0.35612451493166863,0.00998256565997413,0.3999167707032875,-0.5277395074002593,-0.39803038313535477,11.277583250482493,11.374721793541735,1.99225241761546,9.41871223927808,17.3472202482353,0.2554235992709742,60.37080497535789,1.806799674267101,0.19973569365050095,7.869387755102041,1.6308780690803162,1.5233921591851236,0.07611828339057997,999.0,,,
0.00688,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,109224.0,16117.0,7348.0,1367.0,86993.0,2404.0,0.4888007768971551,0.07212702447494551,0.0328838726712105,0.0061176175750605275,0.38931229386045385,0.010758414521174476,0.40824643853723014,-0.5288425519443237,-0.3890775952756178,11.203127743758145,11.987092483147741,2.86400019251112,10.1416888996174,18.2153570283887,0.19968168687556348,55.66490161402936,2.1535815386820514,0.21738787873482218,5.375274323335772,1.6349684241445146,1.2555492970698794,0.08446656627544745,999.0,,,
0.007073531069,U1460,-27.3748,112.9236,"Petrick et al., 2019",-51.8,-47.7,-44.3,-40.1,-35.2,-30.8,-27.3748,mid latitude,,,,,,9999.0,,,,,,,0.656503157425051,,-0.18276318084795318,,26.09899843,20.3534450753616,26.1669806052144,33.102922188774,-999.0,,-999.0,-999.0,,,,,999.0,,,
0.00724,MD11-3353,-50.567,68.385,"Ai et al., 2021",-54.3,-54.3,-48.4,-48.3,-49.4,-49.6,-50.567,high latitude,4563631.888203745,427771.905303392,163618.9619287225,26878.920839757753,4268414.2308781445,64429.478241877005,0.47963783615361366,0.04495883893645616,0.017196357369674266,0.002824975314737766,0.4486104523017309,0.006771539923787243,0.3734109198429984,-0.5773443921174649,-0.4278129859096663,7.929253532071115,9.337591763778821,-0.180567326352322,7.44365031786976,15.21959054788,0.0054930221087895826,51.671286887235425,1.3921483130929013,0.12487489701509252,6.087259339917648,1.6015316825390271,1.0691633101562557,0.03833249377370317,999.0,,,
0.00734,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,277121.0,46088.0,24877.0,4122.0,200941.0,5760.0,0.4958249017281883,0.0824606510183232,0.04450992916557078,0.007375082526851419,0.35952364338380666,0.010305792177259625,0.4299355572872215,-0.4797667468597545,-0.3665966356109656,14.51574458696657,13.52479012420995,4.44866374211884,11.6800229472879,20.0227009405545,0.20658530132945854,57.967585794311205,2.0361918969460655,0.266466279614462,6.035177098495876,1.623412124135713,1.3791162580060814,0.1238025091942411,999.0,,,
0.0077800000000000005,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,10045.0,1425.0,655.0,141.0,8923.0,455.0,0.4641009055627426,0.06583810755867676,0.030262428386619848,0.00651450748475328,0.4122620587691739,0.021021992238033634,0.4674887892376682,-0.5303072585566908,-0.33022879940236555,11.104260047423367,16.012350120878196,7.49572953789112,14.6542589609475,23.8857048874742,0.3337564399313074,52.95761282159427,4.333333333333333,0.19148202431244074,4.6453900709219855,1.860239162929746,1.1257424632970976,0.07340580522245882,999.0,,,
0.008029999999999999,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,38405.0,4569.0,1791.0,299.0,24166.0,844.0,0.5480634757542027,0.06520250021405942,0.02555869509375803,0.0042669178297228645,0.3448640009133202,0.01204441019493678,0.39104358256697314,-0.5703134290435131,-0.4077748369429012,8.403843539562864,10.70820115310556,1.19175461244152,8.65104194856638,16.4318382927336,0.3164564122871528,61.37827428041744,2.1503732579173995,0.21026871704190217,5.989966555183947,1.6558709849393574,1.5892162542414963,0.07411238930729123,999.0,,,
0.008099683633,U1460,-27.3748,112.9236,"Petrick et al., 2019",-51.8,-47.7,-44.3,-40.1,-35.2,-30.8,-27.3748,mid latitude,,,,,,9999.0,,,,,,,0.6442837421692152,,-0.19092282748538014,,25.5408786,19.6244796489163,25.4428555118516,32.2205023703185,-999.0,,-999.0,-999.0,,,,,999.0,,,
0.00827,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,143855.0,17848.0,8929.0,1382.0,93690.0,3822.0,0.5337332947470745,0.06621995651625447,0.0331285293441078,0.005127520165030461,0.3476102491039825,0.014180450123550233,0.44191863919202024,-0.4988144048423025,-0.3546576804301794,13.230027673144583,14.341414658575726,5.1948310353196,12.3917365606461,20.9619643206909,0.26934834825467135,60.559051969100594,2.5880807437854236,0.224069196552904,6.4609261939218525,1.724148713298521,1.5354360123812576,0.09530366100971288,999.0,,,
0.00852,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,197374.0,26371.0,12804.0,1730.0,145928.0,4623.0,0.5076100095157267,0.06782141295681918,0.03292955790448268,0.0044492451714116706,0.37530025975361986,0.011889514697939974,0.4207740291688631,-0.5044307315252163,-0.3759510733617424,12.850925622047896,12.88494658205682,3.61094846421922,10.8694682401468,19.2232275529962,0.26534968485068167,57.492819733063016,2.288647851205711,0.2136522229650677,7.401156069364163,1.6618564399929714,1.3525437201907788,0.08774190011512527,999.0,,,
0.008544000000000001,MD96-2048,-26.1667,34.0167,"Caley et al., 2011",-43.3,-40.5,-34.7,-32.0,-30.7,-27.3,-26.1667,mid latitude,,,,,,9999.0,,,,,,,0.6767205372282098,,-0.16959064327485376,,27.0,21.5548895577357,27.3340541890977,34.4365351822883,-999.0,,-999.0,-999.0,,,,,999.0,,,
0.00871,MD11-3353,-50.567,68.385,"Ai et al., 2021",-54.3,-54.3,-48.4,-48.3,-49.4,-49.6,-50.567,high latitude,11931766.618428946,1213802.87771273,460397.82215677307,66855.91301680615,11029084.738832936,246041.29423739802,0.4782664295161977,0.04865341294586857,0.018454335355492058,0.002679815976387535,0.4420838210769288,0.00986218512912538,0.38915799097705744,-0.5776796324409463,-0.40987404731309063,7.906624810236124,10.564615163784602,0.819003509582271,8.32881778266662,16.2035363162422,0.0066406886031979955,51.96569775560721,2.020407088056351,0.13376092363202605,6.886418887751018,1.6704418167451882,1.0818455838332357,0.04174397359880027,999.0,,,
0.00876,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,245273.0,29257.0,14276.0,2197.0,178701.0,5276.0,0.5163859530927618,0.06159627773801002,0.03005600235799402,0.004625457914017432,0.3762284727778012,0.011107836119415555,0.4264008155903227,-0.505594662097059,-0.37018197329190183,12.772360308448512,13.279553026833913,4.45338515074984,11.6370981322229,20.0029947050502,0.2812919780246298,57.850953124484036,2.105775716526508,0.19907969717945032,6.497951752389622,1.6763518017488142,1.372532890134918,0.07988763353310838,999.0,,,
0.00901,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,175022.0,20291.0,8592.0,1028.0,149235.0,6209.0,0.4856636244821395,0.05630492512008258,0.023841699109543618,0.0028525682826595483,0.4141080035629355,0.017229179442639235,0.438233665559247,-0.541736664475973,-0.35829426254663793,10.332775147871821,14.092672441809963,5.21412816130969,12.4212033157821,20.9860464694179,0.20176832105778333,53.9763212513531,3.426014313224559,0.16137142240565402,8.357976653696499,1.8104928017718713,1.1727945857205078,0.057573625489998996,999.0,,,
0.00929,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,1468632.0,191627.0,83672.0,11398.0,1295161.0,37139.0,0.4756504100719355,0.062062832030661715,0.02709911067683326,0.003691505682839486,0.4194678181867057,0.012028323351024363,0.4082591188132265,-0.5348429985194246,-0.38906410614784614,10.798097599938835,11.988015139487324,2.84198723018869,10.1337835790255,18.1419981605538,0.12467179272641993,53.13827772195675,2.466444100729792,0.17708309527441993,7.340937006492367,1.6728251337096558,1.1339377884293922,0.0646035512187288,999.0,,,
0.00982,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,2164128.0,275190.0,113642.0,14397.0,1765181.0,53922.0,0.4933654929031611,0.06273623833341692,0.02590745156686713,0.0032821455114146717,0.40241584329960833,0.012292828385531841,0.3980325975443562,-0.5500128904505251,-0.4000813591978729,9.77412989458955,11.234435030865491,2.05913764604786,9.37803409693379,17.2453248575564,0.11589724223283927,55.07655417275659,2.4310543044566173,0.1814440866621189,7.89345002431062,1.6654300220277325,1.2260091174786043,0.06437980014514093,999.0,,,
0.009965415567,U1460,-27.3748,112.9236,"Petrick et al., 2019",-51.8,-47.7,-44.3,-40.1,-35.2,-30.8,-27.3748,mid latitude,,,,,,9999.0,,,,,,,0.637161725238972,,-0.19575032046783628,,25.21067808,19.1130918529153,25.0037211428104,31.7092291462842,-999.0,,-999.0,-999.0,,,,,999.0,,,
0.00999,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,4421513.0,566503.0,243932.0,31019.0,4230115.0,125448.0,0.4596869791953656,0.05889704559844384,0.02536063203005033,0.0032249210638216025,0.4397880965178671,0.013042325594451542,0.41410504890878286,-0.5377616026814993,-0.38288947440016524,10.601091818998796,12.410359951028695,2.83213436815969,10.1389993210884,18.234897549483,0.0905388077825402,51.106138636566435,2.7589416315644666,0.16191095776673428,7.863954350559336,1.705670274753801,1.0452465240306705,0.0576655717397754,999.0,,,
0.01017,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,3377911.0,427792.0,178546.0,22131.0,2852340.0,84203.0,0.4865257759592034,0.06161554722701087,0.025716258123559776,0.003187562356661596,0.41082696725860274,0.012127889074961656,0.39973508149611614,-0.5465337353893455,-0.39822773557376084,10.008972861219178,11.361222886754756,2.05496516005347,9.38068813571259,17.2981345930489,0.12250947143035133,54.21789587610516,2.4321267295068854,0.17628804615524438,8.067687858659799,1.6670908917426253,1.1842595903714144,0.0625963244213523,999.0,,,
0.01018,MD11-3353,-50.567,68.385,"Ai et al., 2021",-54.3,-54.3,-48.4,-48.3,-49.4,-49.6,-50.567,high latitude,10458997.323038109,1175421.30589383,453524.42241569445,64323.85298844709,9743777.790020164,153736.800929685,0.4743356447896846,0.05330761695507621,0.020568204837433622,0.0029172104495547506,0.44189906335821544,0.006972259610035261,0.3636073393118622,-0.5721254276691841,-0.4393673592496469,8.281533632330074,8.547272627324148,-1.02176598460043,6.66339852518746,14.3104916518818,0.0042705063131285165,51.77010219886983,1.4486069200818468,0.1460875775214778,7.050641423752241,1.5649046701848586,1.0734026933321992,0.04654502926782733,999.0,,,
0.01035,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,4128771.0,537770.0,225974.0,27502.0,3609831.0,117937.0,0.4774368234177885,0.062185866091721755,0.02613085316066484,0.003180236326411908,0.4174283935134835,0.013637827489929501,0.4085129176414429,-0.5442530543431207,-0.38879420603071213,10.162918831839356,12.006476307499291,2.85002318884909,10.1358906239933,18.2291915904904,0.13016665437758704,53.35293118834642,2.7771393747815956,0.1750926197617445,8.216638789906188,1.6981971726264127,1.1437574224388898,0.06259960646357128,999.0,,,
0.01053,MD12-3394,-48.4,64.6,"Ai et al., 2021",-52.2,-50.0,-46.6,-46.5,-47.5,-47.6,-48.4,transition,6318049.0,816968.0,340688.0,39949.0,5220774.0,148007.0,0.490362906871741,0.06340735934482188,0.02644182690199454,0.0031005628108644267,0.4052000728010192,0.011487271269558967,0.3928651052457915,-0.5459567637670846,-0.4057565440367689,10.047918445721791,10.846252387885006,1.22612958441437,8.61729987995856,16.4189743629946,0.0879923696192758,54.75470938413736,2.2889841968581774,0.18238419124309782,8.528073293449149,1.6425381164852868,1.2101747748513918,0.06525622446020456,999.0,,,
